"omm_id","Date","Tmax","Tmin","Precip","Nub","Sunabs","Solrad"
87349,2012-12-25,32.8,18.8,0,2,11.2,31.26654
87349,2012-12-26,26,13.9,0,1,10.5,32.09694
87349,2012-12-27,25.4,13.9,0,4,5.7,22.35504
87349,2012-12-28,29.8,12.2,0,0,11.4,32.26134
87349,2012-12-29,31.9,14.2,0,0,12,32.877
87349,2012-12-30,35.9,18.7,0,0,12.3,32.35764
87349,2012-12-31,31.5,22.2,0,3,6.1,20.61564
87349,2013-01-01,24.3,13,0,1,12,32.11074
87349,2013-01-02,27,9.3,0,0,12.5,32.2647
87349,2013-01-03,30.5,14.8,0,0,12.2,31.74684
87349,2013-01-04,32.7,17.1,28,5,5.9,19.17294
87349,2013-01-05,27.6,18.7,33,5,5.7,15.47298
87349,2013-01-06,27.7,18.4,0,6,7.7,21.75384
87349,2013-01-07,32.3,18.3,0,3,12.1,31.24638
87349,2013-01-08,27,18.6,3,5,0.4,6.61914
87349,2013-01-09,30.2,17,0,3,9.2,26.47716
87349,2013-01-10,33.2,20,0,3,12.5,29.92332
87349,2013-01-11,32.9,20.4,0,2,12.2,28.92582
87349,2013-01-12,33.2,19.4,0,2,10,27.91452
87349,2013-01-13,32.1,17.8,0,1,12.3,30.37116
87349,2013-01-14,30.6,19.7,0,3,8.7,23.37294
87349,2013-01-15,32.8,16.7,0,1,12.4,30.57672
87349,2013-01-16,32.2,19.7,0,4,7.8,24.44994
87349,2013-01-17,29.5,19.5,0,3,7.6,19.5054
87349,2013-01-18,31.5,16.2,0,1,12.6,30.66822
87349,2013-01-19,30,16.7,0,4,11.3,27.99876
87349,2013-01-20,28.4,15.5,0,5,8.5,21.09498
87349,2013-01-21,29.4,16.6,0,6,9.5,NA
87349,2013-01-22,31.7,18.5,0,3,12,29.89398
87349,2013-01-23,35.5,18.6,0,2,12.2,28.46388
87349,2013-01-24,37.8,22.5,0,4,7.3,22.89714
87349,2013-01-25,27.5,18.5,0,5,9.3,22.36806
87349,2013-01-26,30.7,12,0,1,12.8,30.08004
87349,2013-01-27,35.2,18.2,0,2,12.7,29.5596
87349,2013-01-28,31,20.7,2,4,10.7,19.20684
87349,2013-01-29,32.2,19.4,0.2,4,10.6,21.91968
87349,2013-01-30,35.5,17.3,31,4,10.6,22.9596
87349,2013-01-31,29.9,17.6,0,5,7.7,23.37342
87349,2013-02-01,34.5,20.4,49,2,8.6,21.57786
87349,2013-02-02,29.2,16.9,0,7,7.3,22.03872
87349,2013-02-03,26.4,17.5,0,4,10.7,27.03834
87349,2013-02-04,28.5,15.6,0,1,12.6,29.5308
87349,2013-02-05,29.6,17.7,0,2,12.5,27.12246
87349,2013-02-06,29.1,18.4,0,1,11.6,28.93464
87349,2013-02-07,29.5,15.7,0,0,11.6,30.00648
87349,2013-02-08,30.7,15.5,0,0,11.9,29.38986
87349,2013-02-09,32.3,18.5,0,3,9.4,25.6137
87349,2013-02-10,27,19.9,0,5,7.3,15.52302
87349,2013-02-11,32.2,16.7,0,1,10.8,27.62142
87349,2013-02-12,35.8,21.4,0,0,11.7,28.40112
87349,2013-02-13,28.4,18.8,1,6,NA,9.92568
87349,2013-02-14,30.2,16.7,0,3,7.9,26.68212
87349,2013-02-15,32.4,19,0,3,8.5,23.89272
87349,2013-02-16,34.3,19.8,26,3,10.3,25.62654
87349,2013-02-17,29.7,17.2,9,6,0,5.61402
87349,2013-02-18,19.8,12.4,4,8,0,6.70098
87349,2013-02-19,17.4,12.1,0.4,8,0,7.10652
87349,2013-02-20,19.8,13.8,0,8,1,8.9424
87349,2013-02-21,24.5,15.3,0,6,8.9,19.87776
87349,2013-02-22,26.8,14.7,0,5,9.3,24.81684
87349,2013-02-23,28.8,20.7,0.5,7,4.6,15.0672
87349,2013-02-24,27.3,17.8,0,3,9.6,25.2297
87349,2013-02-25,24,12,0,1,10.2,25.94238
87349,2013-02-26,24.3,10.8,0,1,11.4,27.03078
87349,2013-02-27,28.2,12.4,0,0,11.4,26.93604
87349,2013-02-28,30.4,15.4,0,0,11.5,26.4567
87349,2013-03-01,32.5,16.3,5,3,NA,22.14192
87349,2013-03-02,27.7,16.6,0,3,11.3,26.80614
87349,2013-03-03,22.5,13.5,0,4,7,19.8618
87349,2013-03-04,23.5,9.7,0,3,6.3,21.1944
87349,2013-03-05,27.8,10.8,0,0,NA,26.22156
87349,2013-03-08,29.7,18,0,6,9,15.02298
87349,2013-03-09,34.2,19.6,3,2,9.9,23.5626
87349,2013-03-10,25.8,19,0,6,4.3,15.12138
87349,2013-03-11,27.6,13.4,0,3,8.5,18.57234
87349,2013-03-12,26.6,16.5,0.2,6,8.2,19.4211
87349,2013-03-13,20,12.3,16,8,NA,3.88692
87349,2013-03-14,13.9,11.9,0.9,8,0,4.68462
87349,2013-03-15,18.9,10.8,0,8,0.3,12.29502
87349,2013-03-16,18.6,12.3,0,8,NA,9.39528
87349,2013-03-17,18,13,0,8,0,7.2753
87349,2013-03-19,23.1,11.9,0,5,5.4,15.39414
87349,2013-03-20,25.1,10.4,0,1,9.3,21.04704
87349,2013-03-21,27,11.2,0,1,10.9,21.04956
87349,2013-03-22,28.9,11.8,8,3,8.9,21.14292
87349,2013-03-23,23.8,15.5,2,6,4.9,12.80892
87349,2013-03-24,27.2,13.2,0,2,9.5,20.4198
87349,2013-03-25,25.6,14.4,0,4,7.9,18.00552
87349,2013-03-26,26.1,9,0,0,11,22.57608
87349,2013-03-27,26.9,11.5,0,1,11,22.15494
87349,2013-03-28,27.5,10.7,0,0,10.7,21.97446
87349,2013-03-29,26.8,11.9,0,1,10.6,21.56082
87349,2013-03-30,30.3,14.6,0,0,10.6,21.1296
87349,2013-03-31,25.1,14.2,23,4,7.2,16.46328
87349,2013-04-01,22.2,14.4,12,7,3.3,10.87026
87349,2013-04-02,19.8,13.3,10,6,3.4,9.63918
87349,2013-04-03,23,9.9,0,1,9.7,20.11944
87349,2013-04-04,27.2,11.3,0,1,10.6,20.64504
87349,2013-04-05,28.7,12.8,0,0,10.5,20.68356
87349,2013-04-06,21.5,12.7,0,0,10.5,20.42994
87349,2013-04-07,22.8,6.7,0,1,10.1,19.87284
87349,2013-04-08,25,9.2,0,0,10.6,19.7877
87349,2013-04-09,25.1,10.9,0,2,10.1,20.05368
87349,2013-04-10,22.6,13.8,0,7,1.2,8.64768
87349,2013-04-11,19.5,14.7,7,8,0,2.60496
87349,2013-04-12,19.3,11.6,0,4,8.7,19.03542
87349,2013-04-13,21.2,4,0,1,11.2,19.50234
87349,2013-04-14,27.9,6.8,0,0,NA,18.84732
87349,2013-04-16,29.5,10,0,0,10.5,18.96102
87349,2013-04-17,29.7,13.9,0,0,10.4,18.74676
87349,2013-04-18,29.5,12.7,0,0,10.4,18.6816
87349,2013-04-19,28.1,10.7,0,0,10.3,19.02042
87349,2013-04-20,28.6,9.1,0,0,10.6,17.8683
87349,2013-04-21,28.5,12.6,0,1,10.2,17.51982
87349,2013-04-22,28.3,11.9,0,2,9.5,17.03352
87349,2013-04-23,29,13,0,3,7.9,15.4551
87349,2013-04-24,29.2,14.2,0,4,10.8,16.57134
87349,2013-04-25,29.7,13.2,0,1,9.2,16.33194
87349,2013-04-26,29.1,14.5,11,5,7.6,14.3682
87349,2013-04-27,24.2,12.1,0.5,5,5.4,11.91282
87349,2013-04-28,24.7,12.9,0,3,8.8,16.09242
87349,2013-04-29,25,10.3,0,2,9.7,16.26666
87349,2013-04-30,23.4,14,0,8,3.4,9.23214
87349,2013-05-01,20.9,15.8,0.2,8,0,3.96114
87349,2013-05-02,20.2,17.8,17,8,NA,2.54358
87349,2013-05-03,23.8,16.2,0,4,7.1,14.1381
87349,2013-05-04,22.5,12.4,0.2,6,8,14.19978
87349,2013-05-05,24,9.8,0,1,8.8,15.45972
87349,2013-05-06,25,8.9,0,1,8.9,15.76878
87349,2013-05-07,20.3,4,0,2,10.2,15.61134
87349,2013-05-08,28.9,8.6,0,0,10.4,15.4959
87349,2013-05-09,27,8.2,0,2,4.7,13.62438
87349,2013-05-10,28.7,10.4,0,4,9.9,14.5905
87349,2013-05-11,22.2,12.2,0,3,9.9,14.59602
87349,2013-05-12,23.7,5.8,0,1,9.6,14.7477
87349,2013-05-13,23.3,8.6,0,4,6.5,10.6554
87349,2013-05-14,20.3,10.8,7,8,2.3,5.3529
87349,2013-05-15,12.8,4.3,0,5,6.3,NA
87349,2013-05-16,14.8,-0.7,0,0,9.8,15.17442
87349,2013-05-17,16.3,2.8,7,4,NA,14.02398
87349,2013-05-18,14.5,7,0,6,2.3,7.1934
87349,2013-05-19,16.3,5.6,0,5,6.4,11.79342
87349,2013-05-20,18.9,2.4,0,0,9.5,14.27766
87349,2013-05-21,14.7,5.7,0,5,4.6,8.61048
87349,2013-05-22,16,2.3,0,3,6,10.97748
87349,2013-05-23,19,1.4,0,1,9.7,13.94604
87349,2013-05-24,23.3,2.7,0,0,9.5,13.77702
87349,2013-05-25,21.8,2.5,0,1,9.1,14.00976
87349,2013-05-26,20.7,6.4,0,1,9.2,13.50228
87349,2013-05-27,24.4,4,0,3,8.9,12.65052
87349,2013-05-28,24.3,10.2,0.2,4,8.9,12.31104
87349,2013-05-29,21.4,8.1,0,2,9.5,13.69746
87349,2013-05-30,23.9,2.8,0,4,8,12.74874
87349,2013-05-31,26.2,10.7,0,5,4.1,8.8089
87349,2013-06-01,25,5.8,0,2,8.3,12.33402
87349,2013-06-02,19.7,6.7,0,2,5.5,10.55436
87349,2013-06-03,24.4,1.7,0,3,8.5,12.6429
87349,2013-06-04,27.5,7.7,0,1,9.3,12.46614
87349,2013-06-05,24.5,7.7,0,2,8.9,11.76084
87349,2013-06-06,18.6,2.2,0,1,9.2,12.74304
87349,2013-06-07,22.4,6.2,0,0,10,12.51474
87349,2013-06-08,17.3,3.7,0,4,5.3,7.25178
87349,2013-06-09,20.7,10.5,0,4,5.7,8.81394
87349,2013-06-10,23.4,6.5,0,2,8.9,NA
87349,2013-06-11,25.1,10.7,0,5,6.1,10.07694
87349,2013-06-12,27.5,10.8,0,0,9,11.99628
87349,2013-06-13,28.4,9.2,0,2,9.1,11.99358
87349,2013-06-14,20.4,10.6,0,8,0,2.3754
87349,2013-06-15,20,8.1,0,6,7.5,11.56644
87349,2013-06-16,14,9,0,7,0.1,4.15266
87349,2013-06-17,14.3,0.6,0,2,8.5,12.78378
87349,2013-06-18,15.8,3.3,0,4,5.2,8.48196
87349,2013-06-19,11.1,-0.4,0,5,8.4,NA
87349,2013-06-20,11,2.8,0,5,4.3,7.65468
87349,2013-06-21,18.7,-4.6,0,1,9.4,12.83754
87349,2013-06-22,17.2,0.7,0,4,5.8,10.89312
87349,2013-06-23,15.4,0.6,0,3,8.7,NA
87349,2013-06-24,16.4,-0.1,0,2,8.5,11.59536
87349,2013-06-25,19,-0.1,0,0,9.1,12.42864
87349,2013-06-26,21.6,-0.5,0,1,7.7,12.12864
87349,2013-06-27,21.4,5.4,0,2,7.4,10.97778
87349,2013-06-28,22.6,3,0,1,7.7,11.41752
87349,2013-06-29,19.9,4.2,0,0,9.2,12.66966
87349,2013-06-30,19.6,1.6,0,1,9.1,12.20178
87349,2013-07-01,20.5,3.2,0,2,8.8,12.42756
87349,2013-07-02,22.5,7.6,0,2,6.6,11.75556
87349,2013-07-03,24.8,9.2,0,0,9.2,12.7788
87349,2013-07-04,19.6,11.5,NA,7,5.9,10.48896
87349,2013-07-05,16.5,9.7,0,8,0,3.5316
87349,2013-07-06,14.2,8,0,7,3.3,7.17084
87349,2013-07-07,10.4,7.8,0,8,0,3.68412
87349,2013-07-08,12.7,5.9,0,7,5.5,9.16698
87349,2013-07-09,18.5,7.8,0,6,8.1,12.1371
87349,2013-07-10,18.4,7.4,0,7,3.9,8.4249
87349,2013-07-11,15.4,9.8,0,7,1.8,3.87438
87349,2013-07-12,18.2,2.9,0,3,8,12.7305
87349,2013-07-13,20.2,-0.7,0,0,8.6,13.64676
87349,2013-07-14,16.2,5.2,0,1,9.4,13.57188
87349,2013-07-15,20.6,-0.7,0,0,9.5,13.70886
87349,2013-07-16,27.8,1.9,0,0,8.8,13.75164
87349,2013-07-17,28.2,5.5,0,0,9.2,13.7415
87349,2013-07-18,17.7,4.2,0,4,5.3,8.46234
87349,2013-07-19,9.3,2.8,0,7,1,7.71858
87349,2013-07-20,13.5,-3,0,2,8.7,13.51704
87349,2013-07-21,9.7,2.5,0,3,4.6,13.14894
87349,2013-07-22,9.3,-0.9,0,0,9.6,14.88972
87349,2013-07-23,10.4,-5.9,0,5,0.7,7.119
87349,2013-07-24,16,-4.4,0,0,9.8,14.8248
87349,2013-07-25,20.8,1.4,0,0,9.6,15.00534
87349,2013-07-26,15,4,0,6,1.8,9.39126
87349,2013-07-27,22.2,0.8,0,2,9.7,14.2278
87349,2013-07-28,23.5,0.7,0,1,7.5,13.37316
87349,2013-07-29,23,2.5,0,5,6.4,10.50192
87349,2013-07-30,26.5,8.5,0,4,8.9,12.63666
87349,2013-07-31,18.7,12.1,0,6,0.5,0.00012
87349,2013-08-01,12.8,7,0,4,5.2,9.88188
87349,2013-08-02,17,1.2,0,1,10.2,15.34326
87349,2013-08-03,16.4,3,0,4,6.6,11.3805
87349,2013-08-04,21.1,1.1,0,1,8.6,15.4998
87349,2013-08-05,27.8,4,0,1,7.2,15.04086
87349,2013-08-06,22.2,3.2,0,1,9.1,15.36234
87349,2013-08-07,24.3,10.6,0,1,5.8,13.24878
87349,2013-08-08,14.9,8.7,0,6,1.2,6.22644
87349,2013-08-09,15.1,5.8,0,4,7.7,16.17042
87349,2013-08-10,18.5,0.8,0,2,9.6,17.39088
87349,2013-08-11,23.7,-1.1,0,3,9.1,15.75522
87349,2013-08-12,17,5.8,0,4,5.2,10.13334
87349,2013-08-13,11.8,1.6,0,3,9.4,17.3205
87349,2013-08-14,15.3,-5.3,0,1,9.8,17.92788
87349,2013-08-15,21.6,2.2,0,0,7.5,17.7354
87349,2013-08-16,NA,1.2,0,1,NA,17.59098
87349,2013-08-17,19.6,-1.8,0,0,9.7,17.35272
87349,2013-08-18,23.6,4.2,0,0,9.4,17.20296
87349,2013-08-19,28,7.7,0,1,10,17.3829
87349,2013-08-20,26.5,6.6,0,4,10.3,14.53614
87349,2013-08-21,27,8.6,0,0,9.6,16.74672
87349,2013-08-22,20.1,6.6,0,3,9,16.66116
87349,2013-08-23,10.9,-0.2,0,6,6.8,9.87798
87349,2013-08-24,13.1,1.6,0,5,4.3,14.83482
87349,2013-08-25,13,-3.8,0,1,10,18.6519
87349,2013-08-26,14.1,-2.2,0,2,10,18.6756
87349,2013-08-27,22.6,-0.3,0,1,10.6,19.27626
87349,2013-08-28,29.5,3.5,0,0,10.1,19.52778
87349,2013-08-29,31,7.2,0,0,10.4,19.8666
87349,2013-08-30,32.5,6.7,0,0,10.3,19.75794
87349,2013-09-01,28.7,6.2,0,5,5.8,13.77618
87349,2013-09-02,24.5,11.4,0,4,8,18.09126
87349,2013-09-03,17.8,7.1,0,5,5.2,13.68846
87349,2013-09-04,19.6,5.1,0,4,6.2,15.61158
87349,2013-09-05,27.9,9.7,0,5,7.1,16.7817
87349,2013-09-06,31.4,8.9,0,3,7.5,16.66464
87349,2013-09-07,30.5,16.3,0,4,7.4,13.70364
87349,2013-09-08,30.3,13.4,0,2,8.6,NA
87349,2013-09-09,38.4,15.8,0,5,5.5,15.84456
87349,2013-09-10,40.2,21.1,0,2,8.9,19.94442
87349,2013-09-11,30.9,15.7,0,4,8.9,NA
87349,2013-09-12,20.8,10.3,0,4,9.2,17.92824
87349,2013-09-13,15.5,8,0,8,NA,16.91364
87349,2013-09-14,11.5,7.8,0,8,NA,4.03296
87349,2013-09-15,14.5,6.7,0,8,4.2,13.71702
87349,2013-09-16,11,3.6,0,7,1.3,10.6485
87349,2013-09-17,15.6,0.1,0,0,11,23.71338
87349,2013-09-18,20.6,4.2,0,4,8.5,21.74976
87349,2013-09-19,22.5,5.1,0,0,11.5,23.21538
87349,2013-09-20,25.8,3.5,0,1,9.1,21.96222
87349,2013-09-21,18.6,8.3,0.2,6,0.1,7.95282
87349,2013-09-22,17.8,4,0,4,11.1,21.99342
87349,2013-09-23,15.2,-0.1,0,2,10.1,22.60356
87349,2013-09-24,17.4,-2.4,0,0,11.1,NA
87349,2013-09-25,18.6,3.2,0,0,10.9,24.48888
87349,2013-09-26,23.5,6.5,0,2,9.2,22.84902
87349,2013-09-27,25.6,4.5,0.5,3,8.9,20.98908
87349,2013-09-28,18.9,4.5,0,6,5.1,16.9122
87349,2013-09-29,19,2.8,0,5,9.5,22.9248
87349,2013-09-30,20.7,5.1,0,1,10.8,25.10946
87349,2013-10-01,22.4,5.8,0,2,10,24.08892
87349,2013-10-02,23.6,4.4,2,0,10.9,NA
87349,2013-10-03,20.2,10.7,0,4,7.8,20.57742
87349,2013-10-04,22.3,5.9,0,0,11.2,26.58768
87349,2013-10-05,25.3,6,0,0,11.1,25.9851
87349,2013-10-06,26.6,7.7,0,0,11,25.5126
87349,2013-10-07,26.2,7.3,0,3,10.7,25.30098
87349,2013-10-08,31.3,10.7,0,1,10.2,24.91446
87349,2013-10-09,25.9,15.8,0.1,3,10.7,22.61244
87349,2013-10-10,26.7,11.6,0,6,6.1,16.4058
87349,2013-10-11,22.2,15.2,25,7,1.9,7.60494
87349,2013-10-12,23.6,15.1,0,6,4.8,14.24898
87349,2013-10-13,28,12.8,16,4,10.5,23.73822
87349,2013-10-14,28.6,14,0,3,7.7,21.76758
87349,2013-10-15,30.3,15.5,0,5,5.4,19.0491
87349,2013-10-16,26.5,16.3,8,6,4,13.97754
87349,2013-10-17,29.1,11.8,0,2,11.6,27.10554
87349,2013-10-18,31.3,14,0,3,10.4,25.06056
87349,2013-10-19,34.7,17,0,4,10.3,25.71018
87349,2013-10-20,28.9,21.1,0,5,8.8,25.72362
87349,2013-10-21,24.5,12.3,0,1,11.7,28.51506
87349,2013-10-22,30.5,11.4,0,3,9.8,25.34016
87349,2013-10-23,25.3,16.7,0,1,11.6,26.68446
87349,2013-10-24,22.4,12.3,0,7,9.8,24.48864
87349,2013-10-25,23.5,12.9,0,8,1.4,12.63042
87349,2013-10-26,29.3,11.8,0,2,11.6,28.87524
87349,2013-10-27,30.9,13.3,0,1,12.6,28.82316
87349,2013-10-28,30.6,12.1,0,1,11.5,27.71808
87349,2013-10-29,34.3,15.3,7,3,11,26.4714
87349,2013-10-30,33.5,15.9,7,5,8.6,23.07018
87349,2013-10-31,26.4,17.5,85,8,0,0
87349,2013-11-01,22.8,14.8,0,8,NA,4.75608
87349,2013-11-02,24.5,14.5,0,3,10.8,28.24452
87349,2013-11-03,27.5,10.3,0,0,12.1,30.34626
87349,2013-11-04,27.7,14,0,0,12,NA
87349,2013-11-05,29,11.8,0,0,11.5,30.33852
87349,2013-11-06,31.5,13.4,0,0,12,30.27858
87349,2013-11-07,25.2,15.9,3,4,6.5,20.85894
87349,2013-11-08,20.5,15.3,3,8,0,NA
87349,2013-11-09,19.9,16.6,5,8,NA,4.18758
87349,2013-11-10,18.9,13.6,4,8,0,7.72578
87349,2013-11-11,25.8,13.8,0,6,6,17.13096
87349,2013-11-12,30.2,11.4,0,0,13.2,31.24116
87349,2013-11-13,31,16.2,0,0,12.9,30.76464
87349,2013-11-14,37.1,16,0.2,0,12.7,29.88186
87349,2013-11-15,30.3,15,0,0,13.1,31.36986
87349,2013-11-16,27,10,0,0,12,31.42956
87349,2013-11-17,28.9,13.3,0,0,11.8,31.1388
87349,2013-11-18,32.5,15.5,60,3,11.2,28.11246
87349,2013-11-19,25.9,13.3,0.7,6,5.8,15.363
87349,2013-11-20,29.5,15,0,4,NA,27.21216
87349,2013-11-21,31.9,14,0,1,11.2,30.88746
87349,2013-11-22,30.6,15.8,0,0,12.2,NA
87349,2013-11-23,31.5,16.7,0,1,12.8,31.3542
87349,2013-11-24,35.4,18.7,15,4,10.9,NA
87349,2013-11-25,30.1,17.3,23,8,NA,6.25752
87349,2013-11-26,20.4,15.7,15,8,0,5.59464
87349,2013-11-27,21.5,13.6,0,5,9.6,23.38584
87349,2013-11-28,24.6,11.9,0,4,11.1,20.55654
87349,2013-11-29,28.1,14.2,0,4,8.2,24.58518
87349,2013-11-30,29.6,13.8,0,1,12.2,NA
87349,2013-12-01,33.7,17.9,8,3,11,29.48466
87349,2013-12-02,36.5,18.6,0,2,9.6,NA
87349,2013-12-03,26.4,16.9,0,2,11.6,30.85296
87349,2013-12-04,36.2,18.5,0,2,12.2,31.38414
87349,2013-12-05,32.4,19.5,0,2,11.4,31.08666
87349,2013-12-06,26,16.6,0,3,4.6,14.69622
87349,2013-12-07,33.5,18.9,0,1,11.6,30.83574
87349,2013-12-08,36.4,18.2,21,5,8.7,19.8381
87349,2013-12-09,25,17.8,0,7,4.2,13.34424
87349,2013-12-10,28.1,14.6,0,1,12.8,NA
87349,2013-12-11,30,14.8,0,1,12.2,32.72406
